NumFeatures	MonoMass	MinElutionTime	MaxElutionTime	TopPIC.Unique.ID	TopPIC.Mass	TopPIC.Retention.Time	TopPIC.Proteoform.Details	TopPIC.E.Value	TDPortal.Unique.ID	TDPortal.Mass	TDPortal.Retention.Time	TDPortal.Proteoform.Details	TDPortal.E.Value	H3_C1	H3_C2	H3_C3	H3_C4	H3_C5	H4_A1	H4_A2	H4_A3	H4_A4
1	2688.8339	74.262	76.501																	104634.6		
1	2690.2398	20.763	21.799														33894.74					
1	2692.41569	85.619	86.472																	79473.42		
1	2692.45819	10.252	11.342											2024.05								
1	2695.5496	9.9	11.582											2681.29								
1	2696.3389	35.134	36.433																	16733.39		
1	2701.43812	85.635	86.568																			338232.8
1	2702.0236	15.927	17.246												5977.91							
2	2702.6215	10.09	11.713													3078.07	1720.83				3328.82	
5	2705.554	33.654	35.544											50318.47			63390.14	132540.1				23547.84
2	2706.8024	59.846	62.028															65457.79				
1	2710.0311	32.382	34.34															31237.75				
4	2710.38119	53.291	54.261											1090620	3286216				468757.75	1194804	130456	
2	2712.46864	56.405	57.951														170728.6		26740.16			
1	2712.5193	13.049	14.856																		10933.1	
2	2716.43593	85.709	86.792											24627.41	35702.56			6107.695				
1	2716.47645	10.824	12.12														16726.14	10680.37				
1	2718.2332	21.932	22.713															20211.59	23174.12			
1	2719.2366	21.504	22.829															18240.02				
1	2720.4089	85.635	86.424														294928.4					
2	2720.4605	24.472	25.902																2659.85	16599.21	28757.95	
1	2721.69654	113.769	114.532											9725.79								
1	2722.60725	12.171	13.545													6072.61				5474.5		6610.33
3	2726.3431	27.783	29.836																		54158.38	
2	2726.4426	14.11	15.624											19087.69			103136.2				21863.125	
2	2727.9791	10.358	11.354											10223.71	10730.98			10828.9				7740.755
3	2730.43107	85.629	86.585											63919.05	1073981		744943.8	7777.12		864479.2		
1	2736.70718	38.958	40.668												89747.49				8173.1			
1	2737.7032	30.205	31.93															37900.27				
1	2739.1602	13.158	14.66																		5289.02	
1	2740.4116	14.11	15.618											13169.44			54389.32		2195.31			
1	2741.8317	28.13	29.824																		6719.59	
3	2741.9244	74.109	75.643															354591.7	166108.3	370789.4		642926.5
1	2742.3593	53.545	54.937																		122915.1	
1	2742.46185	33.126	35.398														26141.06				12626.32	
1	2743.4659	32.956	34.345														8048.32					
1	2744.5327	13.824	15.638																		17877.49	
1	2747.6321	60.969	62.353											34137.15								
1	2749.72755	118.262	118.826											9312.02								
4	2749.92388	72.017	73.281												1217938			212045.4	10493.62	188112.6	8158.84	416512.3
1	2753.8968	62.555	63.838											294748.1								
2	2754.3784	21.233	22.807											442179.85								
1	2755.41898	76.496	77.892																		14473.12	
1	2756.428	76.345	77.696																		3673.36	
1	2757.4197	72.165	73.765												733956.2	92282.86	68479.93	43257.28				50470.08
1	2757.6486	100.24	100.7												38911.46							
3	2757.92397	67.804	69.025																			261476
1	2759.6741	9.058	10.955																		8997.14	2587.63
1	2760.6757	9.823	10.946																		2798.53	
1	2762.9973	10.361	11.597												4227.68							
4	2765.419	70.674	72.132												28966.71	79692.59					203339.55	
1	2765.71976	113.598	114.399											8693.16								
1	2766.5276	12.365	13.351						A0A0G2K654_2766.539125	2766.539125	12.73733043	A0A0G2K654  (2-30)  	3.4e-10		27576.58						39450.3	
1	2767.4998	53.394	54.428											55417.54								
3	2769.3767	29.12	30.353											105368.7								
6	2770.5464	12.119	13.421											43173.17	20948.175	9933.91	35058.08	38146	3720.97	22677.79	51837.71	22783.86
2	2772.8892	75.36	76.733																		93818.265	
1	2773.42578	69.615	71.883											35098.8								
3	2773.91476	65.481	66.819																			253760.6
1	2775.3899	32.003	33.57															40790.05				
1	2775.5499	11.913	13.092																	10544.65	8587.94	10733.71
1	2776.5596	11.742	13.181																	5633.48		
1	2777.42068	77.112	78.262														27408.11					
1	2779.1582	19.212	19.942											21230.85	22135.74	22696.02	30238.78	25322.78	8194.72	19508.69	18880.05	16900.88
1	2780.1586	19.154	20.035												13294.83	12985.93	19800.12		6594.58			7245.29
1	2785.41432	72.883	74.328												40267.83							
1	2786.42018	72.484	74.453											29377.67								
1	2787.4649	59.967	62.08																	238912.3		
2	2791.1734	16.599	17.44													33595.785						11992.21
1	2792.80079	57.67	58.509											4606864								
1	2793.5696	10.414	11.268													3112.53						
2	2795.1886	25.328	26.496																4949.85			68904.33
1	2796.4404	10.999	12.41														13358.69					
2	2800.41323	21.413	22.498															32298			130185.6	
1	2800.41488	23.298	24.308						A0A0G2K1L8_2800.424225	2800.424225	23.59467711	A0A0G2K1L8  (191-219)  	2.05e-06				84415.24				156999.2	
1	2802.8366	29.683	31.687																		4598.56	
1	2803.7934	56.122	57.249																		33583.77	
1	2805.5896	11.435	12.715												7664.58							
1	2808.35743	29.919	31.514																	9928.73		
1	2810.6366	38.497	39.738											107759.5								
1	2811.46183	88.653	89.344																			15360.16
2	2812.14771	19.546	20.621											63611.12	56780.62	68051.78	80575.4	67259.78	2894.22	33966.29	78387.33	
3	2815.39	21.691	23.274											23676.22				13220.66			6644.17	
1	2815.7019	8.981	10.342																		10232.95	
1	2816.01588	64.32	65.928											35691.9								
2	2816.5276	55.764	57.06												5707319	1206175						
1	2822.4799	19.121	20.628														11476.48	42421.89				9193.45
1	2823.48355	18.984	20.449														6474.6	30001.31				
1	2825.01602	38.542	40.519																22813.43			
2	2825.39856	12.524	13.499															80890.825				
1	2825.52005	65.364	66.737						G3V6X7_2825.525945	2825.525945	65.97067489	G3V6X7  (62-88)  	6.14e-18							120060.3	249540.6	
1	2826.3989	12.41	13.67														8915.78					
1	2826.4218	32.521	33.819											13149.51								
1	2826.51935	65.364	66.737																	84570.3	134339.6	
1	2827.41725	42.512	44.727															42588.74				
1	2830.5228	57.683	59.919																92143.17			
2	2830.712	8.748	11.014											5067.43							10348.475	2901.13
2	2831.80236	38.018	39.656													326858.9			3937.62			
1	2837.77893	118.137	118.683											8233.43								
1	2839.5926	62.431	63.854																11426.18			
1	2840.40784	11.231	12.316														31105.5	71388.66				28740.13
1	2841.40969	11.194	12.535														16527.1	63966.02				
2	2842.18653	15.582	16.761												6055.93	8444.225	11847.64					
1	2845.62957	38.229	39.952											504586.6								
2	2847.4594	20.476	21.688																		32185.18	
3	2849.45247	10.632	11.701													4974.3				7743.13		7002.075
2	2850.3413	63.455	65.081												26149.43		236299.1					
1	2852.3079	15.478	16.933																			6040.98
1	2852.5128	22.024	23.267												10939.1						24160.89	
1	2853.5165	22.733	23.911																		10710.71	
1	2853.77702	113.618	114.251											7608.23								
1	2853.86434	51.258	52.242																			140629.5
2	2854.5355	13.357	14.331											124728.635	79470.43	47203	145865.72	62650.15	8190.06	21425.95	64774.075	20763.71
1	2855.5975	24.033	25.443											68767.9								
1	2860.2044	11.435	12.598													3996.52						
1	2860.4451	36.45	38.107												23884.44							
1	2861.5343	88.746	89.904																			32458.08
1	2866.416	24.967	25.835	Tmsb4x_14	2866.427005	26.22216667	P62329  (2-25) [Acetyl]	8.24e-08	P62329_2866.42696 + P62329_2866.426965	2866.42696 + 2866.426965	25.20534757 + 25.15933557	P62329  (2-25) N6-acetyl-L-lysine@1 RESID:55@2 + P62329  (2-25)  	1.64e-07 + 2.01e-20	110722.5	20923.02	59617.54	221617.8	168156.3	11797.96	47667.65	157775.1	58387.95
1	2867.4176	24.92	25.835													32936.87	162920.8	120719.6	7827.56	17747.98	98799.4	13724.2
1	2871.4494	23.633	24.467											133359.9	83541.07	33050.89	128139.2	58162.7	14675.38	88898.61	370931.4	68716.03
1	2872.45187	23.529	24.467												56896.71	14878.75			3491.53	36925.17		
1	2873.5623	11.305	12.636																		15217.78	
1	2880.59571	10.017	11.198																			23796.32
1	2882.4089	18.984	20.293											27858.28		18929.96	110398.2	85428.44			37357.78	18867.07
1	2883.4587	12.004	15.367																	4994.74	5515.1	
2	2884.31861	19.036	20.359														76280.42				16375.56	13913.185
1	2887.93462	15.413	17.246													10047.73						
3	2888.16766	27.903	29.361											34288.99		9741.98					8491.08	
3	2888.87132	8.927	10.437											3342.69	1225.96			4297.465			2854.34	2441.13
1	2891.51	10.488	11.418											28503.34	20134.58	18259.69	14962.97	21679.47		15640.44	34327.29	35731.23
1	2892.51735	10.242	11.853												7389.64					9164.29		
1	2893.58431	62.589	64.167																			33504.04
1	2894.53834	9.85	10.999																			15878.75
1	2898.6792	22.024	22.791	H3-3b_1	2898.692651	22.0455	P84245  (112-136) 	1.88e-07	B0BMY8_2898.692595	2898.692595	22.00081794	B0BMY8  (112-136)  	5e-16	40359.17	18637.1	23613.54	33412.81	75684.87		13990.77	30456.67	49012.31
1	2899.68245	21.647	23.247															47209.9		8067.15	15786.68	37401.98
1	2907.5651	88.776	89.483																			92039.22
5	2908.4405	21.688	23.333														24517.26	24924.425		9978.06	82929.015	
3	2913.54675	10.627	11.625											36148.68	4284.68	9146.985	19492.33			7681.46		
2	2915.57203	107.124	107.798											41604.535	31891.585	16053.335	25344.695	29452.06	9883.505	8372.915	8607.595	10210.305
2	2915.6793	19.553	20.668															17759.33	6420.87			17149.885
1	2918.24361	13.401	14.719																		83502.94	98692.14
2	2919.2452	13.564	15.119																		65510.13	
1	2920.4729	11.49	12.825															9860.52				
1	2924.5696	13.525	14.866														22212.35					
1	2925.12098	69.396	70.629											494464.2								
1	2929.21475	14.688	15.625												9953.14			11827.96			12535.18	13358.93
2	2932.6826	15.687	17.149																		7551.2	
2	2933.5285	101.418	102.316											7235.3		6726.83	6859.375					
1	2940.7971	10.242	11.131													656.84		6240.86			6095.65	
2	2942.03088	73.946	75.431											350817.7								3870.62
2	2944.7898	8.506	9.374											1344.38							2769.2	
1	2949.02821	72.944	74.252											77566.4								
1	2950.54946	70.984	72.708																			93223.61
1	2954.398	12.079	13.266																		8193.41	
1	2954.5327	71.491	74.313																			43042.1
1	2954.5591	64.702	65.612	Pcsk1n_1	2954.568615	65.9235	Q9QXU9  (62-89) 	3.46e-10	G3V6X7_2954.568535	2954.568535	65.6813875	G3V6X7  (62-89)  	1.03e-41	488197.9	368070.6	231653.1	246529.6	261003	35684.58	2984090	2491807	1123112
1	2955.5606	64.845	66.487												48858.3				15063.1	2340254	4034957	793287.5
1	2961.4722	11.963	12.753	Mbp_3	2961.48006	12.21633333	P02688-4  (2-27) [Acetyl] & [-0.9892]	3.47e-08						100800	52217.38	59999.91	175327.4	418265.2	8116.74	61644.56	20024.27	186772
2	2963.4381	12.215	13.258												42147.35		142819.3	169129.71	5523.67	41285.64		
1	2963.479	25.431	26.38	Tmsb10_5	2963.491002	25.816	P63312  (2-27) [Acetyl]	5.75e-10	P63312_2963.49095 + P63312_2963.490955	2963.49095 + 2963.490955	26.49962034 + 25.78184801	P63312  (2-27) N6-acetyl-L-lysine@1 RESID:55@2 + P63312  (2-27)  	1.63e-18 + 1.06e-28	70905.07	24944.7		115740.6	90522.39	22272.22	99713.92	272938.6	123892.6
1	2964.4815	25.546	26.38											48956.21		12224.05		52550.52		70694.61	229166.3	82175.12
2	2965.49819	74.612	75.612												771183.25							
3	2969.52438	27.748	29.523											224272.7			37340.59					
1	2970.5658	10.723	11.688											20684.35		9339.25						
1	2971.5946	106.94	107.726											2196.8								
2	2971.6665	28.47	29.258												41087.48	46870.03	51678.605	163051.9	28336.415	39506.6	64658.02	156498.5
1	2973.8318	21.921	23.013																			44860.58
2	2974.511	72.852	74.558																		22533.01	7291.15
1	2974.54112	63.458	64.757												66525.9							
2	2976.7085	15.338	16.638											14634.23	7919.25	4122.09				6654.32		
2	2977.5781	25.159	26.735																		13906.535	
2	2978.46145	10.992	12.259													21609.155	47125.205	106203.095				138229.45
1	2979.4742	19.154	20.293														55638.19	48265.01	3350.6	36368.74	55372.19	55288.32
1	2980.4782	18.647	20.856															33465.04			23410.5	
1	2981.59393	13.525	14.929														46135.96	18617.04				
1	2983.41034	13.348	14.27													17763.56						
1	2984.4119	13.293	14.931																		12599.61	
7	2986.6611	21.881	23.532											25452.62	32481.96			61202.2	38027.26	18007.635	137455.5	96943.64
1	2987.66435	25.226	26.99															50113.93	19973.1			
1	2988.08619	84.969	86.138												2641.32							
1	2988.3765	19.44	20.162												14874.73	19792.77		17811.92	11891.76			15058.61
1	2988.4775	46.774	47.918						D3Z9Q6_2988.470455	2988.470455	47.94141861	D3Z9Q6  (425-448)  	2.94e-06	5202624	5519545	5114178	4167035	3254811	644808.7	6449626	1412172	2713303
1	2989.4672	11.526	12.971												5861.12		15455.02	39992.83				
2	2990.4785	46.799	48.391											2555552.55	4661821	4396649	1640367.15	2583589	631380.6	2928796.15	680854.8	2286314
2	2993.4503	27.285	28.458																			6008.585
1	3000.6763	95.25	96.217																		5623.33	
2	3004.201	27.553	29.276											33590.43			15254.16					
1	3004.595	32.332	33.57																		16238.08	
8	3007.50184	11.068	12.264											23653.45	173215.45	41585.395	33147.54	14063.19	5418.11	20065.365	229822.6	30906.25
1	3011.77992	62.555	63.984											98812.83								
8	3012.3544	13.747	14.957											48466.25	25068.31	30519.78	120722.3	52164.87	18088.97	79800.475	101799.3	76098.855
3	3018.3902	19.279	20.562																2242.48			
1	3018.4942	11.963	12.753	Mbp_16	3018.50203	12.22716667	P02688-4  (2-28) [Acetyl] & [-0.9887]	2.74e-06						91561.13	46156.1	84823.31	184952.6	547425.3	19623.35	61943.07	23215.3	211901
2	3018.8279	110.864	111.596											17066.43	9341.73						4449.975	
1	3021.6414	82.88	83.754																		1858.04	
3	3022.471	48.92	50.691											1230684	4855149.5	4052365	1433803	3593554	375327.7	4668040		3646021
1	3022.6146	87.572	88.765																8544.27			
9	3023.4634	11.228	12.586											67313.365	42168.39	11646.47	97096.53	102066.6	9075.115	117026	8946.255	4709.305
4	3023.4924	30.886	32.798														30048.21	87679.44	4325.35			41061.07
1	3026.2465	18.768	19.515																	39945.42		
1	3028.30383	25.835	27.292												11978.27							
2	3029.5175	23.331	24.523												4363.64						11717.15	
1	3030.92723	9.058	10.946											2967.91	6242.95	4236.33						
4	3037.0477	36.645	38.063											178446.3	38662.61				15877.56	22995.41	15497.47	
2	3037.46578	51.304	51.907											1040424	720468.2							
9	3037.61188	10.902	12.111												14100.08	36777.17	23779.86	141314.14		21778.145	14806.09	237320.2
